file,smell,model,strategy,total_evaluated,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
ollama_results_blob_qwen2_5-coder-7b_Casual.json,blob,qwen2_5-coder-7b,Casual,175,0.5257142857142857,0.36707133446263884,0.41132551658867444,0.3171769671769672,0.8175214433599526,0.5257142857142857,0.5933218493218494
ollama_results_blob_qwen2_5-coder-7b_Confirmation-Bias.json,blob,qwen2_5-coder-7b,Confirmation-Bias,175,0.6171428571428571,0.3381521739130435,0.3333929228666071,0.2663228024930152,0.8424503105590062,0.6171428571428571,0.6720727027110005
